Year,SeriesID,SeriesDescription,,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.430488062
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.506775157
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.478336798
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.514003356
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.225768271
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.203683138
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.272954941
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.306579583
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.408160127
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.604987771
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.641282998
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.710562665
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.744136891
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.708487866
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.788142147
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.907063202
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.096250544
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.731672534
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.177259483
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.039781414
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.2049536
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.073891628
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.828218125
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.881313156
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.683997082
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.521666652
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.499416728
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.890400238
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,6.427882026
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.750813657
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.315326848
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.712180568
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.024347356
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.653713676
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.788481417
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.380408385
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.880717313
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.804145039
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.572176861
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.608839262
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.231283211
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.305497971
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.930080121
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,11,Western Africa (M49),2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.082280248
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,4.338450553
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,4.687602449
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,3.354630255
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,2.583876085
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,1.52914116
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,1.709738551
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,12,Algeria,1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,DZA,Country,BX_TRF_PWKR,1.438374343
